iso3,country,region,year,gdp_usd,gdp_growth_pct,gdp_per_capita,inflation_pct,unemployment_pct,interest_rate_pct,exports_usd,imports_usd,trade_balance_usd,current_account_pct_gdp,govt_debt_pct_gdp,population,oil_dependency_score
CHN,China,East Asia,2019,16233413581227.852,2.8905153077995496,11774.887134626537,2.7084408595459832,5.153839209825803,2.2876173464846903,3249949038377.3447,2458004440995.91,791944597381.4346,4.87848469712637,74.0740210884813,1378647064.3519018,0.11728079283816793
CHN,China,East Asia,2020,18443632855281.938,-1.8898726680909286,13271.891907556083,1.4722507622454712,6.3627786897173415,1.0897409208155318,3769012433571.25,2815858594322.415,953153839248.835,5.167928936385589,75.44506419386649,1389676240.8667169,0.247283867690103
CHN,China,East Asia,2021,16732320979050.988,6.15294356400825,11944.886364648297,4.587517111456986,3.8921229370406136,2.6327130127772866,3352469343921.4062,2528841959546.741,823627384374.665,4.922373802211025,76.81801032228634,1400793650.7936509,0.23934158779917886
CHN,China,East Asia,2022,18386910280819.54,2.205200756751163,13021.891133724886,8.37212044629439,5.036891469868348,4.594693489568493,3600000000000.0,2700000000000.0,900000000000.0,4.894786488074849,77.93850102164751,1412000000.0,0.13423170873225673
CHN,China,East Asia,2023,18522427099163.414,2.7167920257880094,13013.75616819229,0.1,5.030415001690969,0.4485248974518041,3717365415514.042,2780688723165.904,936676692348.1382,5.056986794081885,77.821306651483,1423296000.0,0.16552931858057757
DEU,Germany,Europe,2010,3147305396724.484,2.1213940191731915,41227.40367806662,8.713839276594083,5.088837769189124,5.420962255820868,1183346459030.8867,1137301521357.4634,46044937673.42334,1.462995542833053,48.25977138877677,76340130.9794068,0.22101835102680947
DEU,Germany,Europe,2011,3266481296644.7476,2.0923814891780532,42448.92955166178,9.414637865165782,5.51485453105448,6.181881991148337,1218011640788.7388,1167840828544.524,50170812244.21484,1.5359283488244404,50.80867073649068,76950852.02724205,0.2607452251961328
DEU,Germany,Europe,2012,3749662598536.292,0.9489322528171635,48341.288933966134,8.637304976050926,5.415177795681755,7.108748730957916,1428714685639.3518,1352052197468.6543,76662488170.69751,2.0445169706901964,51.77257152945907,77566458.84346,0.2894885536900325
DEU,Germany,Europe,2013,3308369461232.9707,2.432352531188834,42313.554204798216,8.992921566302465,5.051295199409878,4.645368743177892,1234999219793.966,1182732360209.2668,52266859584.69922,1.5798374455197723,50.771151942509974,78186990.51420768,0.0781945819522607
DEU,Germany,Europe,2014,3486709204518.9443,1.8058545808683586,44240.568494785955,8.549124483631793,6.1864510962065005,4.32311675458425,1347826487706.921,1281597935936.8154,66228551770.10547,1.8994572786359716,55.02939028556177,78812486.43832134,0.05915007498171483
DEU,Germany,Europe,2015,3739322619032.3125,1.3427518905483107,47069.260507246756,6.999109651563159,5.878777286984193,3.564029887499875,1430625167560.3887,1353683424183.28,76941743377.10864,2.0576385408815074,56.324364517594,79442986.3298279,0.0756042394981304
DEU,Germany,Europe,2016,3747127915150.692,1.6182287359615255,46793.165469375694,7.8090397914365095,6.129237734268433,4.77865103224662,1425621684066.5867,1349320934822.2317,76300749244.35498,2.036246185667951,53.96228612001359,80078530.22046652,0.2885558584306111
DEU,Germany,Europe,2017,3771082993630.388,2.022200502312327,46718.5618070453,7.998520584545681,4.610760385774774,4.640188897472117,1419238350261.3445,1343748435540.0474,75489914721.29712,2.001809953501544,57.998629363274446,80719158.46223027,0.1250728694493786
DEU,Germany,Europe,2018,3704034132673.236,2.806181696112439,45523.728274516114,9.442989026576573,4.2486307684156115,6.182026046221517,1401474851805.5396,1328247561027.3267,73227290778.21289,1.9769604748583696,63.18323429551895,81364911.7299281,0.17588001872833697
DEU,Germany,Europe,2019,4017087599190.375,1.3077034387081388,48979.41713260523,8.132048160042121,4.985148503590445,4.412933067744731,1526979903125.6514,1437087262756.6177,89892640369.03369,2.23775653752612,61.47083678865068,82015831.02376753,0.1920415312341697
DEU,Germany,Europe,2020,4277644019552.6255,-2.801027260557264,51742.38206050856,6.95133009082109,6.536359741049407,4.2361683431357,1713236110679.4485,1596888432710.3455,116347677969.10303,2.719900894915308,62.33993326995452,82671957.67195767,0.16238378438794138
DEU,Germany,Europe,2021,3928186068142.199,5.3234035609227375,47138.23281770639,12.608798157070193,4.703977220246852,7.595727197800696,1503927823244.4375,1417022775047.442,86905048196.9956,2.2123455123931177,64.19631371125267,83333333.33333333,0.22573267438203898
DEU,Germany,Europe,2022,4049249564548.0996,1.0454069381004991,48205.35195890595,14.597278404712627,5.9361973673576,7.782323143066325,1600000000000.0,1500000000000.0,100000000000.0,2.4695934001084496,69.1995500619844,84000000.0,0.33243944263295755
DEU,Germany,Europe,2023,4177359124123.3706,1.6757308560413737,49335.779527156206,6.634901266861892,4.805423988567614,3.748675885794651,1632174032435.9944,1527649559124.6826,104524473311.31177,2.5021663257943256,68.82748570078,84672000.0,0.056981580720747764
JPN,Japan,East Asia,2010,3587199505750.854,1.2642540972223153,31577.07534605681,2.509761258212615,2.5888696283991766,1.6595065153658737,626023412665.74,720182430120.0785,-94159017454.3385,-2.6248614637515018,244.3493998131499,113601385.38602202,0.27052131314116573
JPN,Japan,East Asia,2011,3759011629301.288,0.9481196570939547,32826.87258610462,4.226052789971395,2.733650556668444,1.9253466218419097,662239988465.7888,758321912577.8696,-96081924112.08081,-2.5560422150101245,241.81849258210232,114510196.4691102,0.28292388822259906
JPN,Japan,East Asia,2012,3875009196131.968,0.9188389524680151,33571.29123370106,2.8786844085396637,2.3533335555161874,2.133965463124117,672105936294.1846,768677441184.4922,-96571504890.30762,-2.4921619537498194,247.23812452348204,115426278.04086308,0.08093716065077979
JPN,Japan,East Asia,2013,3840640801068.467,1.1048586036292902,33009.4636120957,2.7585604503844476,2.1726771626620516,2.0821236257645963,666161794764.1604,762433040507.6705,-96271245743.51013,-2.506645394089639,247.14116280319536,116349688.26518999,0.05325129544408951
JPN,Japan,East Asia,2014,3801311465726.93,1.3296665409953767,32412.139502382463,2.221914167379389,2.4490480013470526,2.3793421382703634,660787885759.3885,756780430119.7144,-95992544360.3258,-2.5252480683523526,247.7726689751498,117280485.7713115,0.13796323150941936
JPN,Japan,East Asia,2015,3840710759223.0312,1.3819691687114297,32488.17484632778,0.28200371847188677,2.7780437894548413,0.16479370796022824,668435457688.8456,764808469372.2534,-96373011683.40784,-2.5092494000486494,249.45128013286214,118218729.65748201,0.21485866469712064
JPN,Japan,East Asia,2016,3899639609357.9717,1.1900478933671006,32724.849098426545,1.9117655710987167,2.008744217598679,0.8651970662572425,688830891033.8657,786193410388.8037,-97362519354.93799,-2.496705570465973,252.61939718141343,119164479.49474186,0.2354654189948783
JPN,Japan,East Asia,2017,3986091989413.4893,1.2266786372389757,33184.858067360154,2.92229363651648,2.6955528057214178,1.5146853166222276,697155815116.129,794903047791.8218,-97747232675.69275,-2.452207147634724,255.2315315076134,120117795.3306998,0.3341745732151576
JPN,Japan,East Asia,2018,4093617799827.0024,1.0126223114990256,33809.5513532265,2.8719317089728915,2.603560436074148,1.6431897604020211,714626680494.446,813159508785.7756,-98532828291.32959,-2.40698651191847,256.286489434803,121078737.69334538,0.0833592446918454
JPN,Japan,East Asia,2019,4113602659630.294,0.6790703031694769,33704.96833069305,2.6972623026058224,2.1569681539645016,2.0037889322955134,731959908950.3389,831233141844.5522,-99273232894.21338,-2.4132917325353795,258.4067073389714,122047367.59489216,0.22501062952914788
JPN,Japan,East Asia,2020,4496145378772.084,-3.543504059382743,36546.97166509343,1.741027033259365,3.4765976047629676,1.0509124203465163,818094927098.54,920349452761.2051,-102254525662.66504,-2.274270893139829,258.33613872271565,123023746.5356513,0.07213896942061966
JPN,Japan,East Asia,2021,4028162801790.892,4.689450955091026,32483.104833641755,5.032610346763143,3.0344630055199477,3.9495497113013505,710043433700.1449,808304454920.5533,-98261021220.40845,-2.439350792294748,258.8520866975874,124007936.50793651,0.23826742402521903
JPN,Japan,East Asia,2022,4166051472015.084,0.5489282546882712,33328.41177612067,8.110005203443011,3.6125622284055954,4.566306799343796,750000000000.0,850000000000.0,-100000000000.0,-2.4003544044459644,259.74041723672883,125000000.0,0.18910952148199464
JPN,Japan,East Asia,2023,4262141147416.9644,1.1130401616071905,33826.51704299178,0.1,1.476690717226812,0.5452619100066054,760017361454.4646,860406925511.0272,-100389564056.56262,-2.3553786837257347,263.3570212654902,126000000.0,0.09878508180346739
IND,India,South Asia,2010,1473889854033.8855,7.171906717191743,1144.5151987784948,7.298875259512612,6.813934052781882,5.056261342790274,155951530948.05444,289468812364.99396,-133517281416.93951,-9.058837134370414,62.43029820636368,1287785304.7359457,0.34097431934438094
IND,India,South Asia,2011,1519141163085.8635,7.510254063154964,1170.2917261486978,8.067233820982397,4.947329589868889,4.8125978134406004,162561817734.34717,300696094002.06976,-138134276267.7226,-9.09291905349517,66.33705700386672,1298087587.1738334,0.30941671287651595
IND,India,South Asia,2012,1755146073077.9436,6.902097479887273,1341.3704587763345,7.228188356258846,6.039652642277288,4.26572327124466,189524722115.93073,346354065255.39996,-156829343139.46924,-8.935401192246218,66.39856935592611,1308472287.871224,0.3362153081776167
IND,India,South Asia,2013,1917419362439.207,6.752563953783257,1453.7577647489343,6.7212950859851235,6.817338813987746,3.8808448338756105,208308407271.67392,377817107126.278,-169508699854.6041,-8.840460421708007,68.25816038162642,1318940066.1741936,0.2514719586778399
IND,India,South Asia,2014,1835370904680.3892,8.02046079020901,1380.5058437647629,6.569404780575715,6.6865794735005615,4.819313289567031,201366215466.13452,366085634044.51196,-164719418578.37744,-8.974721030954864,74.09112188732298,1329491586.7035873,0.3129960807975035
IND,India,South Asia,2015,2179495625855.1338,6.691846701095138,1626.3345049696927,5.03854333724263,7.040745581777969,2.851971683033378,244586553940.403,437931083791.0545,-193344529850.6515,-8.87106757898594,71.84952450984223,1340127519.397216,0.05436339970036458
IND,India,South Asia,2016,2167396995289.2124,7.423369794739835,1604.4707691710453,5.144756308146132,5.594865274456137,3.44562491278566,251703669756.51114,449567535524.3143,-197863865767.80313,-9.129101230547782,73.59588974833316,1350848539.5523937,0.20419684674794322
IND,India,South Asia,2017,2386623497388.2163,7.4053142015829,1752.7368700004474,7.800667384518482,6.679976558127605,5.078603145559252,274398385151.773,486724594727.77966,-212326209576.00665,-8.896510480533031,75.47792261204759,1361655327.868813,0.12747331648968752
IND,India,South Asia,2018,2529164333590.174,7.653626179575723,1842.6774745639875,7.180383151143545,5.118235023043703,4.643066165101145,295534166041.75037,521088017835.89923,-225553851794.14886,-8.918117688065486,75.04329574924272,1372548570.4917634,0.07275899843259918
IND,India,South Asia,2019,2801806284735.3584,6.559499238061155,2025.11574940049,7.192603964953976,6.689759130096727,4.1558823752055565,334603404723.5121,584198433945.1598,-249595029221.6477,-8.908361387490531,81.58263891293221,1383528959.0556974,0.10169596136048895
IND,India,South Asia,2020,3203423222713.274,2.487896952651024,2297.0240037847143,5.224276300642594,6.873300277125067,2.5356268340911323,396001951563.40564,682152360030.1156,-286150408466.70996,-8.93264450472276,79.16952604197922,1394597190.728143,0.20102518125645705
IND,India,South Asia,2021,3109508260047.184,10.659220195008057,2211.9861158274957,9.225280449045156,5.958411466094061,5.224986408159317,372369923851.9626,644438651613.1006,-272068727761.138,-8.749574048631393,82.77703139690077,1405753968.2539682,0.2744779071150975
IND,India,South Asia,2022,3321734680398.99,6.1877995409557895,2344.2023150310447,11.85450905561319,6.234304220280809,7.796142567090176,420000000000.0,720000000000.0,-300000000000.0,-9.031425711699692,80.72721340670218,1417000000.0,0.18876041483994438
IND,India,South Asia,2023,3681496803233.745,7.2405608369515315,2577.472529736522,4.107238492522075,6.228226154241184,2.5040843214220145,456492426618.2357,777345241828.6562,-320852815210.42053,-8.715281646546332,83.0415971784139,1428336000.0,0.1842237100470364
GBR,United Kingdom,Europe,2010,1918114783350.148,3.9574214718969705,31501.133061330314,8.722078181520333,2.728211406573303,4.692472907105001,498569048465.0823,563716069430.0316,-65147020964.94934,-3.3964088870200255,82.03014067363621,60890342.5669078,0.08592863954577537
GBR,United Kingdom,Europe,2011,1945661756930.0234,4.387289093012439,31699.93656766531,10.846338473422648,3.5695721343213416,6.506155123889912,494773915750.30804,559716201436.4805,-64942285686.172424,-3.337799360801647,83.18903882077235,61377465.30744307,0.21113196254556432
GBR,United Kingdom,Europe,2012,2009761534814.4915,4.409249630907863,32484.414865551054,9.923346026210794,2.5199894782005927,5.262607750244308,519520443535.24695,585377834619.5577,-65857391084.31079,-3.2768758851974784,84.68657261992287,61868485.029902615,0.24377517239948035
GBR,United Kingdom,Europe,2013,2290478002530.504,3.4344889678926567,36727.90120182777,9.364770746836284,3.1986721206242077,5.499615764409741,604866816215.2435,673259550861.3265,-68392734646.08301,-2.9859590256061486,86.95786574085953,62363432.91014183,0.09585774175529961
GBR,United Kingdom,Europe,2014,2238715783327.292,4.039742972351269,35612.98815838838,8.607724769741182,2.797841592027875,4.7491598036391895,595728350225.1396,663848976409.0734,-68120626183.933716,-3.0428438791229415,89.07278244191724,62862340.373422965,0.17311904809689846
GBR,United Kingdom,Europe,2015,2337519248036.0522,4.156101307593256,36889.614579998844,7.5490547005025,3.1952469962408836,4.263142669191298,618815608512.9292,687429781127.9924,-68614172615.06323,-2.9353415024373297,89.41399730509355,63365239.09641036,0.2505929659773293
GBR,United Kingdom,Europe,2016,2471869335409.3877,3.93973292217169,38700.26152793007,9.050832274023072,2.274337421113561,5.715798698710423,659402163609.7125,728752476803.1736,-69350313193.46106,-2.8055816786114773,91.00606436158122,63872161.00918164,0.1471037709212731
GBR,United Kingdom,Europe,2017,2466732657152.589,4.611902939914684,38313.33362104462,7.75542709332418,2.778904920541298,5.052124413283824,664586358084.1774,733956406489.8796,-69370048405.70227,-2.8122240245433754,91.21356420024502,64383138.29725509,0.22437146642678368
GBR,United Kingdom,Europe,2018,2613396910793.5757,4.373568080541073,40269.171929762124,8.873390280142527,2.7180467340177596,5.131756395970603,709021159032.6929,778935756220.9766,-69914597188.28369,-2.675238380344364,93.70937995207407,64898203.403633125,0.06901249114183032
GBR,United Kingdom,Europe,2019,2804634657974.1855,3.6592125284414454,42872.92262078868,9.756150656781216,3.704282673148005,7.070614433269937,764767444526.9824,835051008054.6445,-70283563527.66211,-2.5059792842476174,95.41499137632314,65417389.0308622,0.17355227424418057
GBR,United Kingdom,Europe,2020,3091728235400.0547,-0.16917114912778433,46886.47399661972,7.978172768374204,3.9109486090548224,4.709065043328482,873543078900.8411,943508248983.4163,-69965170082.5752,-2.262979303338479,98.12988468120935,65940728.14310909,0.22234193395397356
GBR,United Kingdom,Europe,2021,2899282630880.6016,7.55205963225376,43619.05808847233,11.668237676127788,2.2699330287998114,6.841414095143501,797707944415.7924,867901146642.2218,-70193202226.42944,-2.42105414211065,99.02228223402449,66468253.96825397,0.2943724160694146
GBR,United Kingdom,Europe,2022,3089893270502.797,3.415909942758565,46117.81000750443,15.845240479187263,3.6231758603020614,9.303106601001582,870000000000.0,940000000000.0,-70000000000.0,-2.265450417600003,102.80182088324592,67000000.0,0.18174047257106551
GBR,United Kingdom,Europe,2023,3182339641265.546,3.529434791806384,47120.641454417586,5.761802055424466,3.6963813015648754,3.465107942576645,906847299226.4586,976494355747.2781,-69647056520.81946,-2.188548815396787,100.12962209488471,67536000.0,0.3198723719823705
FRA,France,Europe,2010,1882114018680.3813,3.4317622324733956,30455.33648146497,4.073318814595269,6.903042944183273,3.015868310360626,449787429728.5529,512837970815.634,-63050541087.081055,-3.3499852007525073,91.78212063133024,61799153.649995975,0.09178162179901618
FRA,France,Europe,2011,2023628512860.727,3.0037512465344425,32485.36348050771,7.848396233139035,7.332398316999628,4.910948019223073,494490531998.2033,559494246449.7806,-65003714451.57733,-3.212235548098897,94.76890746411829,62293546.87919595,0.14351662033866447
FRA,France,Europe,2012,2149042557072.6858,2.6321343266176984,34224.83982003922,5.88634970445468,6.940962969617042,3.6986408753162823,534896921537.59937,601357309101.0449,-66460387563.44556,-3.0925580019213044,97.71846973861959,62791895.254229516,0.15262452461477224
FRA,France,Europe,2013,2094468656544.1653,3.214789985539838,33090.98859042284,5.333217465052616,6.604077530944286,3.6867092027916315,519245508749.1986,585136770111.5471,-65891261362.34851,-3.145965500914579,99.94577547807305,63294230.41626336,0.24234428986558917
FRA,France,Europe,2014,2188714091151.864,2.9653739612894805,34305.54933864505,6.82607748753484,6.468299306254791,4.843668648265495,551872266105.4585,618826226218.1473,-66953960112.68884,-3.0590546468978363,97.33191962664358,63800584.25959346,0.1886017410932398
FRA,France,Europe,2015,2345058470076.832,2.5722123367221728,36464.35094468077,5.986142950039131,6.812745039656598,3.8868230795543726,590072985167.7435,658063620183.1328,-67990635015.38928,-2.8993151293648416,104.17324542780412,64310988.933670215,0.3267498143531887
FRA,France,Europe,2016,2507384458204.284,2.083810217821875,38678.99752120806,5.682881014281598,7.928440715564236,3.154120770353366,629455626209.101,698288830984.501,-68833204775.40002,-2.745219407824533,105.3897799399591,64825476.84513957,0.33031010443070447
FRA,France,Europe,2017,2432217893798.174,2.9639089343775162,37221.70193895984,6.668643960569872,8.124759210712115,3.9344859473961504,612959869550.8118,681432869514.8115,-68472999963.999756,-2.8152494124229834,103.61786976052817,65344080.659900695,0.15055917249377027
FRA,France,Europe,2018,2539001335342.6055,2.495158249895933,38547.49360089448,5.4070859968805385,7.3373115544965675,2.596712212096515,648741911446.1919,717881417535.7032,-69139506089.51135,-2.723098453202738,104.06505865038842,65866833.305179894,0.2712503744329245
FRA,France,Europe,2019,2650215024780.348,1.7988939929477583,39916.623287793045,5.943558901064909,6.4674563971843915,2.906562818037973,684694964369.572,754328484190.9348,-69633519821.3628,-2.627466796854873,107.49001981805314,66393767.971621335,0.17567763485136437
FRA,France,Europe,2020,2947837547612.046,-1.992373812083471,44046.93544083656,5.317723818888052,8.523334119285193,2.637371336961996,766199361444.7167,836253170428.4929,-70053808983.77625,-2.3764474077116198,108.59666696416775,66924918.1153943,0.07560490042359316
FRA,France,Europe,2021,2642952528594.88,6.1002796470228695,39177.8845415241,8.494953588572022,6.0461749465797165,5.434112387516601,680206594658.0417,749693275096.6012,-69486680438.55945,-2.6291308559939175,109.32618444214827,67460317.46031746,0.3194162868322141
FRA,France,Europe,2022,2784784106408.255,1.5705351972479056,40952.70744718022,11.071884635255765,7.048043085304815,6.696345894999407,730000000000.0,800000000000.0,-70000000000.0,-2.5136598502885117,110.93073132598425,68000000.0,0.28265828500850315
FRA,France,Europe,2023,2844222281176.785,2.8554329076161156,41494.83953630931,2.3043891857703764,5.832496736398111,1.4844844105316506,755013592270.7173,825127809587.0217,-70114217316.30444,-2.465145490924675,111.7337074520876,68544000.0,0.10457843914858134
BRA,Brazil,South America,2010,1381990830801.9417,2.8369953221128714,7072.827839499072,8.333309987445476,8.319162778950156,5.6357635399643655,227515491045.3904,186729870153.48453,40785620891.90588,2.951222250023092,71.40351758972119,195394382.86395788,0.05812879775104505
BRA,Brazil,South America,2011,1397708582984.5403,2.818211958616188,7096.497030255884,10.063010910031268,8.92664109502624,5.511177185696263,235825856939.85437,192982047468.5456,42843809471.30878,3.0652891448819743,72.25071627913096,196957537.92686954,0.12145483431401796
BRA,Brazil,South America,2012,1490308306562.7686,2.5038698407367463,7506.594966722472,9.575107515470242,9.279899507991235,6.324729410964268,252877896608.32675,205762173480.87854,47115723127.44821,3.1614749055593347,72.45855075127137,198533198.2302845,0.25042554097119385
BRA,Brazil,South America,2013,1516368398045.8333,2.7371066727530025,7577.240187684639,8.437586590666008,8.05454441305285,4.654399249872182,254191775255.25397,206737026861.6297,47454748393.62427,3.1294999589004835,72.63774815357631,200121463.8161268,0.16390772245018007
BRA,Brazil,South America,2014,1589591190839.7407,2.4773483305904387,7880.091208940865,9.463605970807386,8.288183074163292,6.52639176662945,268966463778.78476,217746785252.62692,51219678526.15784,3.222191895709977,72.87710588817441,201722435.5266558,0.1383397278625753
BRA,Brazil,South America,2015,1545733282566.3901,3.188729076069094,7601.859228488959,7.781425049618057,8.65383310214635,5.00498367197772,261409973533.88785,212108481086.40833,49301492447.47952,3.1895213102757265,80.7328593076496,203336215.01086906,0.12736630562996068
BRA,Brazil,South America,2016,1618468704902.759,2.7683461752511764,7896.398165449682,8.689609998188393,8.89396504024502,4.824613636211879,279461318142.25165,225526536785.30725,53934781356.9444,3.3324574762281185,78.19036047953595,204962904.73095602,0.05551720296424002
BRA,Brazil,South America,2017,1679202333705.874,2.648162805609469,8127.691853528918,9.931118193185702,9.905562601978557,6.222139622227316,290768728549.88135,233890732105.76505,56877996444.1163,3.387203275175947,79.7962784197076,206602607.96880364,0.053298748597544146
BRA,Brazil,South America,2018,1685368663995.5461,3.3024118937255498,8092.795820226381,10.389614590367309,9.637375438172455,5.593980270852534,291048570743.89514,234087001020.51804,56961569723.377106,3.3797691235303304,79.23868865300253,208255428.83255407,0.20567531158485125
BRA,Brazil,South America,2019,1771436187173.775,2.560794765481264,8438.56594599633,9.619135017737776,8.198698301598387,5.372261486934138,310487951615.43195,248410857622.9372,62077093992.49475,3.504337014337231,81.21397713740946,209921472.2632145,0.15670181493948473
BRA,Brazil,South America,2020,2030020048447.1729,-1.9903493011909332,9593.629258164783,8.932185077964704,9.123852950762668,5.4517291086262585,356842213312.3455,282222593235.66956,74619620076.67596,3.6758070509576934,85.73997685132133,211600844.0413202,0.26977162916307507
BRA,Brazil,South America,2021,1769907934824.894,6.643026745732544,8297.986968853456,10.888492010208294,8.300877752721787,7.026656306189331,314897527622.0963,251613754119.6769,63283773502.4194,3.575540414122184,83.9656641608826,213293650.7936508,0.2812736611237466
BRA,Brazil,South America,2022,1934436522601.942,2.0860046038012148,8997.379174892752,15.862480381381307,8.673615780535936,9.23625484088165,340000000000.0,270000000000.0,70000000000.0,3.6186248130719476,89.06162790318321,215000000.0,0.28982476369069377
